video_id,sign_language,split
_MV0AvM3chg,???,train
lbwrLXMP69k,???,val
W2Vhj4zWty0,???,train
j9og6lckaLM,???,train
n2maR1PsuM8,???,train
OOzqhIftSc4,???,train
lwCB0fN9xFA,???,train
kMmwQ7yr8VE,???,train
4vYI-HWPGoo,???,train
Ju2xf3mzcrc,???,train
d_g2rCsgwbo,???,train
kdLNVO0Bq0Y,???,train
ZF_XYSMKsTM,???,train
2HVNBEduzKs,???,val
R7bI3AeoPpg,???,train
FUivMm876ak,???,train
ti4CMwltERI,???,train
SWiSwGMYzEc,???,train
rfIKeaQyKxc,???,train
tvxxUrseTLw,???,train
pFPIcfcsRzs,???,train
SiAJyX1S26Q,???,train
HGGPzxh0hyk,???,train
ctVb8JGoQQc,???,train
G7kuyeE6nLs,???,train
C0ZIp1slUdM,???,test
ciQ5wDUjjVM,???,train
9fCPF9GHZyE,???,train
eML5-KySg88,???,train
0Z7HC7UPars,???,train
5axgaZJAeZg,???,train
En2B6nKl_Vg,???,train
txfdje6X-jA,???,train
XtBCuMgYXlc,???,train
wtZgtYVlBLk,???,train
_flfOs7-HVQ,???,val
8NmbempJzRI,???,train
DTf04QKaOKo,???,train
Rq0OFIfebf4,???,train
cYInKvBge5M,???,train
6D8tdvTvGEE,???,train
QTvrrD4Faq8,???,train
J4EGMC6753w,???,train
oQEwiUJ15fo,???,train
xWhzZYyqgxI,???,train
WXvokdLo0QA,???,train
u85JpPLXGM8,???,train
QaKHnQXtIYI,???,train
8-aEeiK2EC0,???,train
KOf3fkl3jpc,???,train
c0DNBcmTyr8,???,test
7ssszfqbpCM,???,test
3KOPcQL4tmw,???,train
yz95JVnxn30,???,train
Y8zQYbtPPj8,???,train
XXs9eqHQEnE,???,train
d2ea51Z4nHk,???,train
cea1fNN5J3s,???,train
YdnJIXAHDq0,???,train
Yp6B-rElasU,aed,train
MKYQO-XPfqY,aed,train
qZaTAEYE5aE,aed,train
vFgrmljpf6A,aed,train
EwSYXeLCZZA,aed,train
nu9R6RqgtNA,aed,train
SVhBeCb_gDE,aed,train
t6r6XxqvbPo,aed,train
RDFgNt_uHe8,aed,train
s8V30LrHI1Q,aed,train
OAlk_-5Vbl0,aed,train
YKBTHqx74c0,aed,train
NxkXDfYerjA,aed,train
4_1QONd20lk,aed,train
7EttArJ0jFw,aed,train
vPUaiKcW9gY,aed,train
Te7-hTp3JWk,aed,train
qQlCcwTp4kA,aed,train
rBBiKidSENw,aed,train
YAU3Y__EAVQ,aed,train
UoPHO68IWWA,aed,train
EhWOBsm_XxA,aed,train
1v4ZVDE-M_4,aed,train
YPsCGohXv6g,aed,train
jyq1oI1V5Gk,aed,train
Ln-PRZ4vBiQ,aed,train
kxwjkpKOgrY,aed,train
P1zBhI6LRsE,aed,train
FqFIzm0tnis,aed,train
3J3fJQBeq3Q,aed,train
X92dWAUt6yY,aed,train
euvcuwlgFa8,aed,train
d7akwvWNPrU,aed,test
A1rJRHxZScA,aed,train
xZhEvwn-ihM,aed,train
6VxvQ_XtJKU,aed,train
wKAI6yhMw7s,aed,train
8yyCVzy6vlE,aed,train
x2Z-btq-wPc,aed,train
swQfAVlUJ6M,aed,train
4Nh31w-4JZo,aed,train
Uj1iOaQOXSk,aed,train
TdGpXgeaN9M,aed,test
kdpJhaEzXhI,aed,train
jYPa8nkl7F8,aed,train
AuSaVTeEndU,aed,train
UPxuVfCBzzk,aed,train
zLYHvG2yeKA,aed,train
tmri2ZOjLqQ,aed,train
adHjilzvVxo,aed,train
uxJiRFgXmOc,aed,train
AsOxb6jNC4E,aed,val
2c-75MVk2XU,aed,train
DRDAwYJtra0,aed,train
ELibSn79UD4,aed,test
_pEtT1d5PJ4,aed,train
n1xxngwYh5Q,aed,train
y6FkYyBahus,aed,train
ve6xe2Tv1TQ,aed,train
eub-kc2aeLo,aed,train
iN982Aq87F0,aed,train
03PrJbwEUVM,aed,train
ARxGdAOFBVc,aed,train
i0thkzOl2Lo,aed,train
ufucwscZ9Bc,aed,train
CoEPn9Bw7Bg,aed,train
AEvwxHIEDnU,aed,train
qaBpSMcspBw,aed,test
KQUI6kT-rrw,aed,train
Z8GBrpvi8cc,aed,train
2rxDTCivODo,aed,train
Fg1BfsmMptk,aed,train
IZ-o1ExOnC8,aed,train
8F2tUX0My9Q,aed,train
mXeR0wV2RSo,aed,train
ynJJfAL7FDE,aed,train
AZB1dm6Df_A,aed,train
5oFnXs8jykw,aed,train
KHHEsoAXYrg,aed,train
AgzFWDRt56Y,aed,val
VXaTfkS5zII,aed,train
Q2IaSHkJ7jU,aed,train
63Oy7egmsis,aed,train
wIysN4sD4_Q,aed,train
ltSpXtD9uDc,aed,train
azmmVBZOebA,aed,train
CUGebsqq1JM,aed,train
gO6GzuytceE,aed,train
fjXjKamUFoE,aed,train
6eLdf-sU59Y,aed,train
ZZxgLFBqvRA,aed,train
XFquSX-DRww,aed,train
aPdswKiDYKc,aed,train
UrOmKqae0_c,aed,train
3A3biwkL-yg,aed,train
BbqPN1-UnFM,aed,val
s5SJhiXvyyk,aed,train
dnA_0pjl9sk,aed,train
d_gXmYwKFGI,aed,train
lJ-bAEuLPmk,aed,train
t5Bh12N_c10,aed,train
sSuGWu2BOQk,aed,train
g6hNIGhGyP4,aed,val
eDtpIue1Mso,aed,train
4xYqTABq0mk,aed,train
a-7hTDV3S50,aed,train
2mF71SPv7BM,aed,train
_UWlvr-WoEU,aed,train
1PDUSECpQy4,aed,test
cMhIdcpR04k,aed,train
OX1PGmE4NLA,aed,train
hKakqi7Uxfc,aed,train
BqNIBMB-PGE,aed,val
L9meIwfo81w,aed,train
2ogogASbc4Q,aed,train
Xn4Iom_DuX0,aed,val
kxrsaCu9tHw,aed,train
z73f4UmH8Tc,aed,train
W-Yh5mpmgZY,aed,train
J0kgETaJw4A,aed,train
L5UomFSIh-0,aed,train
UxmHVeEjD4c,aed,test
PKIKc9lPV_I,aed,train
L6ryUlDubrM,aed,train
ahRPjOuiGik,aed,train
gUoPz0IPvIk,aed,train
XrpxLBoV32M,aed,train
QMaBJfz1C2c,aed,train
KmjrJJLnzAg,aed,train
Z5sGGli1uV8,aed,train
BD6SAICsHhA,aed,train
d3h9gTYeaTY,aed,train
RzRrywiXEeM,aed,val
406-TJBIUAE,aed,train
Tt3bDjtj2_s,aed,train
oBHHfEu15lY,aed,test
esnBmJ-5nQo,aed,train
GXpPK6JrkYw,aed,train
YkJ0tbLZrNA,aed,val
97B6C_bOIFs,aed,train
abbe-TUM4Vo,aed,test
l6KN_qi7wQo,aed,train
b1YnGPysdmM,aed,train
JSsWVAW2TdM,aed,train
r3nYWpReO5E,aed,train
JJnPSFMzlgI,aed,train
2NF2qVMuB_s,aed,train
EwZKlswrT0s,aed,train
MNmZEJo_WTg,aed,train
dz1PMyiK_ig,aed,train
4YYcSyPnHcw,aed,train
-1Q9QGI8X30,aed,train
dlCQOAZOnig,aed,train
Tv7UPFzvsdY,aed,train
eZC_EpIFMpY,aed,train
M-0mJDj7WY8,aed,train
EfsMF2uUEkM,aed,train
0PixF6d3mQE,aed,train
iSKUNkTP6uw,aed,train
_j8WkuPQ640,aed,train
zJwm0gDgx74,ase,train
9S9babHPEVY,ase,train
QU1pcHg2YQw,ase,train
YvpSSm5oPpQ,ase,train
7zFEcTmDa3s,ase,train
3oFvBe5lZw4,ase,train
1zB3R6tR5Ow,ase,train
oP2WdYlaflE,ase,train
B6EREFQ9ElE,ase,train
zCjNh65JKWs,ase,train
r0tiB29olkk,ase,train
mce_mHeXL9I,ase,train
xHq-TBEeblU,ase,train
xbjVX28QXDQ,ase,test
iZDQXGIm_jI,ase,train
Lwq1VFMR0Ig,ase,train
ABa_cT1HZjI,ase,train
evvA531rreo,ase,train
3BGtpLceA1o,ase,test
MKaxL6t-_G8,ase,train
1Qrwys9gGaI,ase,train
kaRAnvHYY9c,ase,train
BlzpvIPLg1w,ase,train
IEcnDSYm2W0,ase,train
Gp0Iq24hj4A,ase,train
X6tsCeIC4fc,ase,train
fjhuFhu3vI0,ase,train
QXx4fPEDSKc,ase,train
FwZtKAt4uiY,ase,train
DQgYkQwi-qo,ase,train
J-0KHhPS_m4,ase,train
_ljjwCgFf1Q,ase,train
VZ4FUG_HuEM,ase,train
ezOxtUO5608,ase,train
smlh678zEu4,ase,train
z9LIwFzX_yQ,ase,train
A33z5b18iew,ase,train
TGsw9tqUA4w,ase,train
wsk7JgdmsPQ,ase,train
P7crM7PwnTk,ase,train
dF-8sngLwcU,ase,train
eTNLGLPk8GE,ase,train
h9dGzYhOCMk,ase,test
0vLMr2lZ0sg,ase,test
1DtOv8mMJPw,ase,train
l74K724HI1k,ase,train
L9iHYHc-VFw,ase,val
4pfIAo8fLX8,ase,train
i-F6l3YmS1I,ase,train
Q1Z1BjgiyY4,ase,train
qlRzEaajJwU,ase,train
4o60sz0Lxo4,ase,train
1Jagn26sxgQ,ase,train
RA6zwh5QMxE,ase,train
HtJGYKYqMBA,ase,train
shFwGHIBOiA,ase,test
HTNJQy2pmsQ,ase,train
K1fTYtXNjnY,ase,train
Wrei73TSAhg,ase,train
OZ4f6PGHqqA,ase,train
bB5QZXdGgzI,ase,train
prIWs5lp7oU,ase,train
P3OUq4sEsOs,ase,train
EyZ8NRWBDLE,ase,train
YZc9L4PGBRk,ase,train
owrREHSXIPk,ase,train
VYLUoMLnlSs,ase,train
c7V7Wump9pA,ase,train
F-SKz0U-tIE,ase,train
k7RAvMHIHf0,ase,train
um0288ZkB5c,ase,train
YfZAuGEaDWg,ase,train
cL2BQOzE6QI,ase,train
mO0ZFT9bC8Y,ase,train
4jPSJl8BjT4,ase,train
9dN1ATOuEOM,ase,train
lOiBHFLkuwc,ase,train
CjH1T6wytJ4,ase,train
iVBsWYtl4Ys,ase,train
Un6G2NVp6CI,ase,train
GgV2DMQjYuc,ase,train
qmyNG6BxU4k,ase,train
olpXrUauOTs,ase,train
3Y6EJ5mqk8I,ase,train
rJiH6xEeuYg,ase,train
6LP8-SNuX0s,ase,train
O20iEQzhfVw,ase,train
CnZ2ZK7Bv_w,ase,train
1e_omZm2H1I,ase,train
dT_l5taZONQ,ase,train
9FM9AsvCuiQ,ase,train
1JGKJFrLIxY,ase,train
KW7GMZvZSdY,ase,train
X5ITAfJ32Lc,ase,train
xZpbCKafoXM,ase,train
07n6UOSzMyk,ase,train
cuvrFou_YSA,ase,train
0mR7n0W1h9c,ase,train
Ll8lRxEQ3RA,ase,train
Bawbmhprvqs,ase,train
5gFYtIKARVg,ase,val
j-d7B2pYpbk,ase,train
03ky2gf59Hw,ase,train
6AgQp3LXgXk,ase,train
Id3E3Myp_uQ,ase,train
SZcnservpiE,ase,train
qap1UsK2eOo,ase,train
Ov97MJDKWPo,ase,train
7YL5SVVXHCo,ase,train
A_JsmFhoa2g,ase,train
N8vK7uaN0Bs,ase,train
V0VAETm1R4E,ase,train
rmFwPc96YUY,ase,train
MpTKoUclrXA,ase,train
oJC1wqV48PE,ase,train
BakdKfSMj1M,ase,train
f3HqqcIfWOs,ase,test
BEbtiFR8DIM,ase,train
Sc8SEW_iaNE,ase,train
4itOKXTJNRc,ase,train
oe1hx_Mcwng,ase,train
kMz7cPfI3NM,ase,train
CJ3vkNs4t64,ase,train
_z0YJweTUvs,ase,train
u7es5azGhCs,ase,train
FiT5DnAmGAY,ase,val
MTY9lPOvwzc,ase,val
DFcDurXy8l8,ase,train
LMAddM8IDXo,ase,train
dcI96iQtgJg,ase,train
PfaPDjH01ec,ase,train
81AEkXcuO2Y,ase,train
668bu_vGg7M,ase,val
tFsx2W0lZHA,ase,train
UDzX8QEkW64,ase,train
g3mxPtGvCoI,ase,train
cfZjpzmMYLU,ase,train
TNvHaSftLrw,ase,train
MC3PN3Sl218,ase,train
_Q4ShGf3FzY,ase,train
3zRUoFOUi4Q,ase,train
q4FNvJ4e3KY,ase,train
3kaUiON2fS8,ase,train
KUu9lNfkkW0,ase,train
LPESvRATSxI,ase,train
egE5Jp4zpf4,ase,train
3DTsjl1l9fU,ase,train
JIk69CrSeDs,ase,train
RvnMGQ187dw,ase,train
e2rNsEjzerw,ase,train
wgDOnMbfgUI,ase,train
5CQ9N0ls0Hc,ase,train
tvURFnTeIuM,ase,train
EKX7-U56t84,ase,val
DJB8r-n_U-4,ase,train
eYP1Z8zkyN4,ase,train
QE-tKTVVT6Y,ase,train
nJnr_thzg0c,ase,train
-60AS2h1R2M,ase,train
VYapXIyWbBk,ase,train
tdHCpLVZSWE,ase,train
X5g_5dWqDtk,ase,train
KPouM1JR-j0,ase,train
uFqNL_Mozqc,ase,train
Mgz1n_6-0ZI,ase,train
pVevQs0fZFc,ase,train
6eRl2gkin9w,ase,test
dOBaV-PhD-s,ase,train
febCDSGODUw,ase,train
OSYbY-VaPFg,ase,train
fhkxwNDegNg,ase,train
uxI6sjlZgRA,ase,train
QWOwBUwWMhU,ase,train
lurseCKY1dg,ase,train
gABu4hLdIPI,ase,train
TXP1RMKwABE,ase,train
ks-ZeVsQwbw,ase,train
HhucaYd0Syw,ase,train
GpHLbbhxUoo,ase,train
XV5n_GN606Q,ase,train
lqvoj7arHjI,ase,train
h9Tc85rSUVU,ase,test
tGdRqAo9Ido,ase,train
XOM46EX4nUg,ase,train
1nJ_iACyuR8,ase,train
cJyKY1fsm4Q,ase,train
py5xnRUlYkQ,ase,train
PUb2SeqbVJg,ase,train
Y26V3G6FiXI,ase,train
l_Pr8kKQInU,ase,train
MrQeObIhUXU,ase,train
4CDtoTbGU1E,ase,train
kexjiNQEcu0,ase,train
FbZrrTY0h2k,ase,test
rzGo6eQvstY,ase,train
ljXUrmczdK0,ase,train
j32SoPtfGG0,ase,train
dMiBayMX4kQ,ase,train
vbQYfyLDRM8,ase,train
QkznO9XOglo,ase,train
B57Q2xr4Zqs,ase,test
DxIpPTZM-tw,ase,train
wjZfHnfCmcw,ase,train
l6FTtwVHFbE,ase,train
J9TSX7Pz3es,ase,train
JtgOUFPpgVY,ase,train
-o9Tj5gJGI4,ase,train
tpazvXGyir0,ase,train
QM1Q1bVJDBY,ase,train
8-NLrM2XlZg,ase,train
YeP-SqrjkyU,ase,train
HMA41nLidpY,ase,train
Xi9Dda2TLF8,ase,train
c1KAO1PjIrI,ase,train
aRaWoeDRc7s,ase,train
5iRIeHAK9b0,ase,train
RrRK1s6vlBU,ase,train
Cx9fqa6YtMQ,ase,train
5zfPLAz4l-Q,ase,train
IW98HansqCk,ase,train
UMTmgiJcGXs,ase,train
TMGmcLZMHbA,ase,train
qSnhJQFRtkA,ase,train
PI5yBjoyh9g,ase,train
Pn8OOeENZOw,ase,test
S1HvZQRRIaY,ase,train
o0vCRLF-0Uk,ase,train
zyyCMDkenE4,ase,train
8n3CGSgRfJw,ase,val
CMlcjMrsaDE,ase,train
GlGYgHx9Qno,ase,train
XIfHdWYkSrg,ase,test
n3Wg2bArIkw,ase,train
aciCVh_JMp0,ase,train
UsHCSU4iV_c,ase,train
DqI4YFN0VAY,ase,train
i7Bba2aL968,ase,train
Ai0_0EEvMXo,ase,train
c0Wz0Kuvy54,ase,train
8Xx5j__dnXM,ase,train
k2Og9aFjFp0,ase,train
1wFZjYCc-8U,ase,train
4tHuL-Oan5U,ase,train
8p-k-KY5oo8,ase,val
IT5vrxsY7kA,ase,train
FAgN1onAlw0,ase,train
X61Yd2ECvRQ,ase,train
oUUWMIk-GUw,ase,train
eDM9jW83VRo,ase,train
bBqc-znpE-I,ase,train
zfmkSZqbytg,ase,train
lS3pcMWUPSI,ase,test
UERj8a5S45k,ase,train
XyDdJKmcqGw,ase,train
j7SziwCkoG4,ase,train
OLkLPPWE4Ks,ase,train
gbCXd7vaJGQ,ase,test
Yxh5sLlOfRE,ase,train
d-0NivWQG98,ase,val
pNAGA-3BAts,ase,train
DOJ2vhDD7Gg,ase,train
WRs8bBaxCZM,ase,train
DKEIfOqQMx4,ase,train
4xngx-JjvC8,ase,train
iveNZzCRtR0,ase,train
Yaq7ZdtovHk,ase,train
50iETKggGHg,ase,train
CIl6r9nP-VA,ase,train
uY583WM9yJw,ase,train
Qn01V98scVw,ase,train
L3FCRGZVnkg,ase,train
0-nd8Z9iuPE,ase,train
PNTbO_VrcSI,ase,train
-jar_eJa87Y,ase,train
vco56wWfuYU,ase,train
8yE4Lcq7dC0,ase,train
0dhT_BY2FZo,ase,train
rA5bfBITNPw,ase,train
Tl7uNQ6apFQ,ase,train
2epZdTtZYig,ase,train
1OJS1t-6_9k,ase,train
crfw6Flgwfo,ase,train
0JWnUGQrtIs,ase,test
7y_OtgaSdx4,ase,train
M17uzQsgtfw,ase,train
MexXtNDVSdU,ase,train
rauGrSZ00lg,ase,train
2deG-DmpnAQ,ase,train
Glzf4l942RQ,ase,train
Fcqg1dByeQY,ase,train
H3_xg8U_iAY,ase,train
kakTOqKnOzU,ase,train
TKRXFmA-D5s,ase,train
IvjYNWU72tw,ase,train
LJzcHWMpms8,ase,train
EoWGYt_g3Xo,ase,train
wSQwHHAMy-E,ase,train
T9RaVR2RfRk,ase,train
RQ0RdCyA-wk,ase,train
ujJNTyIiO40,ase,train
4USHMS3ap2Q,ase,train
IWZKm-Wo2Iw,ase,train
cTN5kLAShjI,ase,train
N_b7rtxl2_A,ase,train
KFnSbd2RKJ0,ase,train
jdqmM_HiTC4,ase,test
gZmJvgmmFy0,ase,train
gf4kOt6TAnY,ase,val
4d5o3B6wRP0,ase,train
8A3jpDQmkPA,ase,train
2bXnkd7DGc8,ase,train
s28rEjOtnf8,ase,train
sd_r54bUfQU,ase,train
uvdopA8aGV8,ase,train
AgraECvNR1A,ase,train
lUphjI3iqEY,ase,train
ImT8QG9Bg-Q,ase,test
w8NYrB0YDoU,ase,train
gjauzzsnOvI,ase,train
3DQO_pUD8AU,ase,train
RpZtoiKnw-Y,ase,train
JZmNueMInnk,ase,train
t9E9fmj_Hwo,ase,train
YKh3hf7AYCg,ase,train
3RnpLvQMhQQ,ase,train
IjUZClqdbpk,ase,train
W-KrNfmwEx0,ase,train
2AWyzSyzrtk,ase,train
3OtY3wNIX90,ase,train
wneZ68oct1U,ase,train
UKfaVTubwqs,ase,train
37LdIFDsUc4,ase,train
Llgrxnk6LCE,ase,train
1GYtv-DR-2Y,ase,train
-GgW0Hrt6ow,ase,train
7xpeNMA_H30,ase,train
autHVr6sKjE,ase,train
EFhz2KRPa68,ase,train
rUeZZ7E4L1g,ase,train
h7nmZ1UqNoA,ase,test
ZclWUI2HxuE,ase,train
hZEsAz3oVOA,ase,val
5VgSbQO-P70,ase,train
PMcx6RlZi7w,ase,train
0sJIlX1BvBc,ase,train
7BgQM7l2ZY0,ase,train
uMYeyplfXw8,ase,train
w9HCNzpFgDc,ase,train
Kbzb0XeYr5Y,ase,train
FShqWVOQ3w0,ase,val
tSCEj6AeUjM,ase,train
x7ieo_bLOt8,ase,train
Qv_lN9yt_qM,ase,train
o44Hp6zr2x0,ase,train
uYYYIN5bDeY,ase,train
5uyaCVlSQIY,ase,train
zvwULEttdRM,ase,train
dyncF1VNi7E,ase,train
ZHI99C68mwQ,ase,train
nyjRvU5yiZg,ase,val
IhgMwb1qmGg,ase,train
Yw13bZsHA9U,ase,train
-_8Dkjg0z3I,ase,train
j4CtUwJJKNs,ase,train
vxKDHTWKREo,ase,train
v69qG0PM0ZI,ase,train
RY08OOfwLzk,ase,train
0ZLQrQWkdGQ,ase,train
voiQ9VIsxXI,ase,train
qWIVj5y076w,ase,train
fxIGhW_cxh8,ase,train
0iJ5ac1feUo,ase,train
wPqsN_awKQ0,ase,train
7Ed0xWifFhk,ase,train
hlyhPDsnnP4,ase,train
9QZI0vEt4GQ,ase,train
zIePP-qbmSQ,ase,train
Lp6T3jqcdfo,ase,train
exEnmcyx4AE,ase,train
dhXMJmVhV5g,ase,train
greJ-l3-t4k,ase,train
ovvuXVSsItE,ase,train
CHLpAQvilH0,ase,train
2aQhjfDc_nw,ase,train
k_LHeo6sXek,ase,train
EJZK1h7uh8g,ase,train
ShCNIPCalh4,ase,train
6Pdev_juHdM,ase,train
z-RVsyJkhEg,ase,train
7f96j98SBos,ase,train
hL_kvMHjvag,ase,train
M2gtj0jFaPw,ase,train
q2dp2b7YPog,ase,train
HZRMGvpnm90,ase,train
MET7iOk_UCE,ase,train
hT3VrP8JnTY,ase,train
LdE2GVdqo8s,ase,train
re7o0qmRs38,ase,train
-4TN6D5EHHo,ase,train
i8KzxRhzQks,ase,train
0vxpnx3Pti4,ase,train
WDY8H8rSdAk,ase,train
hr4pJ4qW9ao,ase,train
FGV6O7O3DVk,ase,train
fSAY6QRd2Sk,ase,train
wFmb4N54ts8,ase,train
Jmryac-HSgI,ase,train
Vpb13X1sxdo,ase,train
9eEZwzUZejY,ase,train
NqS6Q-loOGE,ase,train
0Le-U7KC0Vo,ase,val
K9IL3PsNd6k,ase,train
iMYQVqkvJ_s,ase,train
onXu9BgH_9o,ase,train
x2B9cPuok6A,ase,test
NO7oD6JVWf8,ase,train
HLi_nmvgnMA,ase,train
70ddmjZLtJw,ase,train
kJvaQYxj69k,ase,train
sl5iY7000tk,ase,train
fDa44HdK5Jk,ase,train
H77EirljBn8,ase,train
_N5zuJa9vJI,ase,val
3WB3Ca1ocq8,ase,test
y7KIrON1uco,ase,train
-bvpPL0vdz0,ase,train
HVRi6hAw24U,ase,train
3zBcV4VQ2lg,ase,train
cF_TSTqIq-k,ase,train
YO0pNruKucY,ase,train
2D6Cb1JW_Wc,ase,val
tf7WezKs3GU,ase,train
7JVRUs0skRs,ase,train
VhyYiex6Yhg,ase,train
fF8If_n5wg0,ase,train
N7FCZ8UqFdE,ase,train
D7LNtuqLAxA,ase,train
8SatLaowpC0,ase,train
1U-rv8VSGpE,ase,train
N-x_o-q0V4w,ase,train
01DtCzgzaUU,ase,train
-a-W-R3cOkI,ase,train
QNBWZrjumaA,ase,train
Pt6IRGZPiv4,ase,train
4wy0XftG3nQ,ase,train
4MUq3Prl8pU,ase,train
oHbQ-L2nwk8,ase,train
rxgzdsivPs4,ase,train
oqsiLgMkqIU,ase,train
nPFj1dUrZOI,ase,train
PRqdTNUduvE,ase,train
wQeqn9m7zrc,ase,train
coGgJgh_WM8,ase,train
xZIfn4aIJ6o,ase,train
dVWdls7AMz0,ase,train
x6ljxM67xJo,ase,train
mOzKcVzwyMo,ase,train
vN4ed_81ojQ,ase,train
a6FKqTqw9PA,ase,train
I-BuvRRzqVc,ase,train
zSka935oFBs,ase,train
7IONUnzZCzk,ase,train
kUWc73Z5YwM,ase,train
09_WhZGpLrE,ase,train
RKZl8E2Dykk,ase,train
zfumcO72yTs,ase,train
hJzVufyCRbc,ase,train
ZyxAd6N9MVo,ase,train
uc7Vt4zcLrg,ase,train
EnUyoD85HKU,ase,train
gnk380Yy-IA,ase,train
cp4fsSSBuWA,ase,train
D0VsD6VFIIE,ase,test
1j-d1xgAXug,ase,train
Zp7vt1b0bBE,ase,val
mMQxk3wjn2M,ase,train
JHpw0dzow8o,ase,train
OsujvC5NZwM,ase,train
0ozQhjCEq8g,ase,train
TL7iR2rn_iM,ase,train
xADNh5Mu_7g,ase,train
336iG0cnp1I,ase,train
B1IFiSpZo6s,ase,train
HOfd4HntEt4,ase,train
1MuENBUZYtc,ase,train
pOeF3ReSqoM,ase,train
UQjmUGzuK7Q,ase,train
daJKdQj-fIo,ase,train
tDHrtbG04zw,ase,train
yyXX3naOlks,ase,train
O8thLeHNICM,ase,train
